,Unnamed: 0,Total,Change,Percent,Song_uuid,Song_name,creditName,nexttoken
1432628,33216,16500,-100,-0.6,080eb59-72cf-4c2e-9616-1aa51c15052b,Dive Into You,NCT DREAM,WzE2NTAwLDYzMjMyMjY4OF0=
1432733,33321,16427,-72,-0.44,718f3f6-90ed-4e3c-9e6c-7e82aac5dead,Вот такая пара,Серго,WzE2NDQ3LDYzNjE0MzY2MF0=
1432761,33349,16404,-2,-0.01,687099f-c52d-441f-909e-4edbc81f584a,Poe Chit Pay Par,Nilen,WzE2NDQ3LDYzNjE0MzY2MF0=
1432950,33538,16308,-92,-0.56,85cf13c-3a81-11e9-b76a-549f35141000,Think About,Ugg'A,WzE2MzMzLDc5NDgwMDg1XQ==
1433092,33680,16253,-37,-0.23,ac1b260-4d3b-11e9-800d-549f35141000,ChP,N1NT3ND0,WzE2MzAwLDcwMjMwMDYxMF0=
1433093,33681,16250,-98,-0.6,3527556-a47e-497b-b861-b3e8718dda3f,La Funka,Ozuna,WzE2MzAwLDcwMjMwMDYxMF0=
1433117,33705,16228,-23,-0.14,1e86328-d193-09da-ac4d-a0369fe50396,Deli Divanenim,Ziynet Sali,WzE2MjMwLDE2OTcwMTU4XQ==
1433120,33708,16224,236,1.48,2737b12-8029-406f-a301-289701711d07,Kiss (越南鼓版),潮妹,WzE2MjMwLDE2OTcwMTU4XQ==
1433183,33771,16200,-100,-0.61,fa1424c-aea7-11e9-9ef2-e4434b16cb7a,Live Fast - PUBGM,A$AP Rocky & Alan Walker & Kameron,WzE2MjMwLDE2OTcwMTU4XQ==
1433198,33786,16200,0,0.0,b533685-5ae4-4cf7-b3ed-b91ae1b38371,niña bonita binomio de oro vallenato,14 vallenatos sabroso corta venas vol.1 exitos,WzE2MjMwLDE2OTcwMTU4XQ==
1433213,33801,16200,-100,-0.61,6d3856e-699d-44b9-a9cc-158729e6a7a6,Amar Paye Bidhechhe,Udit Narayan & Poornima,WzE2MjAwLDczMDE4NDI0NF0=
1433230,33818,16200,100,0.62,1a0f1af-19ee-4317-a63b-91ecf3d5dcdf,SURVIE,Maes & Ninho,WzE2MjAwLDczMDE4NDI0NF0=
1433306,33894,16144,-13,-0.08,c8eab7a-7a06-488a-a1fa-e439e7e77d36,Ana Mkhayer,Cheb Bilal,WzE2MjAwLDczMDE4NDI0NF0=
1433607,34195,16000,0,0.0,3f1ed69-fd64-4202-8e38-9ba5d9444106,Paixão Caipira - Live,Daniel & José Camillo,WzE2MDMyLDE1NjYzMzU1XQ==
1433693,34281,15930,-40,-0.25,40a0dac-3752-4729-a04b-622900655b9b,Are You Ready,Sista Afia,WzE2MDAwLDcyNTM4MjQ5MV0=
1433708,34296,15918,-98,-0.61,e6a440a-d9d0-11e8-ba22-549f35161576,Baarish,Neha Kakkar,WzE2MDAwLDcyNTM4MjQ5MV0=
1433871,34459,15851,-61,-0.38,ee9a9f3-d5d0-471f-a75a-42e67de66ca5,She Like It,Bayka,WzE1ODk3LDcyNDQxODQ4Nl0=
1433960,34548,15800,-100,-0.63,df7122c-c5a4-11e8-9ba4-549f35141000,โยกได้...ถ้าใช่เธอ,เท่ง เถิดเทิง,WzE1ODE3LDE2MDM0MzQ4XQ==
1434016,34604,15800,-100,-0.63,1f1ba48-b748-4a9e-8287-d98057e68b05,Baccalà,Serena Brancale & Dropkick_m,WzE1ODAwLDczNjM2OTM5M10=
1434121,34709,15731,-43,-0.27,1e8409b-ccfe-9736-ab76-a0369fe50396,S.t.a.l.k.e.r,STALKER BLUES,WzE1NzM5LDQzNDI5MTk2XQ==
1434125,34713,15728,5,0.03,ba16820-c1b0-4ba3-8b8b-5f72faa75f45,Zombie,Albert Vishi & Ane Flem,WzE1NzM5LDQzNDI5MTk2XQ==
1434164,34752,15701,-99,-0.63,1e840a9-8bc2-d68e-9c2b-aa1c026db3d8,Без звука,Sabi Miss,WzE1NzM5LDQzNDI5MTk2XQ==
1434201,34789,15700,2700,20.77,60ff943-3e46-4fa6-9922-c3b86e35edc5,Karbal Tun Piya Likh Da,Mewa Khan Kaleri,WzE1NzM5LDQzNDI5MTk2XQ==
1434351,34939,15617,-83,-0.53,2a032fa-7440-11e9-afd7-00163ec5a2fb,Pe Coasta (feat. Sergiu Ferat),B.U.G. Mafia & Sergiu Ferat,WzE1NjQ1LDI0NDA3NzU5XQ==
1434405,34993,15600,-100,-0.64,1e840dd-9873-ed94-9ba8-aa1c026db3d8,We Are the Champions,The Allen Starr Musical Theatre,WzE1NjQ1LDI0NDA3NzU5XQ==
1434455,35043,15600,-100,-0.64,0ca7f38-b798-49c9-9c54-feaaa08b45f9,Out of My System,Louis Tomlinson,WzE1NjAwLDQ2MTU5Mjc0XQ==
1434457,35045,15600,0,0.0,b168ce1-b580-49f4-a50c-81bf2246237e,Recognise and Test (A SSS),Jaegershu,WzE1NjAwLDQ2MTU5Mjc0XQ==
1434462,35050,15600,-100,-0.64,74d9e20-43fd-4855-8b95-0078daaa256c,Follow Me,TAYLO & Big Zeeko,WzE1NjAwLDQ2MTU5Mjc0XQ==
1434726,35314,15456,-98,-0.63,547dfa6-3812-11e9-9140-549f35141000,Evina Wendayi / Kayıp Aşk / Behra Wane,Seyda Perinçek,WzE1NDY4LDczNjk0OTczMF0=
1434734,35322,15453,-99,-0.64,e610d02-ab9e-440c-8045-9c59103c2b38,Number 1 Premik,Kazi Shuvo,WzE1NDY4LDczNjk0OTczMF0=
1434958,35546,15342,-100,-0.65,561994e-770b-11e9-97af-801844edfa71,Perreo Calypso (Rkt),Kevo DJ & DJALE!,WzE1MzgyLDYzMjU0NDU3N10=
1435119,35707,15300,-100,-0.65,c18318d-5ffb-43a4-b034-2533e5b356dd,Sahnoon Lare laondi,Akram Rahi,WzE1MzAwLDcyODgyNzY4Ml0=
1435137,35725,15286,-61,-0.4,6de192c-6e77-11e9-b355-00163ec5a2fb,Rusan,Inderjit Nikku,WzE1MzAwLDcyODgyNzY4Ml0=
1435229,35817,15220,-100,-0.65,4b30f6b-1369-453b-8206-3564b1f837fb,Tacos,Little Big,WzE1MjMyLDU0NzczODcyXQ==
1435333,35921,15200,-100,-0.65,7a7442e-8bf6-4ff2-a4fc-c14f2409236c,2 Sugar (feat. Ayra Starr),Wizkid & Ayra Starr,WzE1MjAwLDY4Nzg0MDU5MV0=
1435492,36080,15100,-100,-0.66,e6ecd46-c5bf-11e8-a995-549f35141000,"Dacă Aș Putea, La Ai Mei Dușmani",Catalin Arabu,WzE1MTQ0LDEwMzgwNjdd
1435505,36093,15100,-100,-0.66,07db206-69ff-4d9b-8a4c-d758ac90fd36,МАЛАЯ,DAVA,WzE1MTQ0LDEwMzgwNjdd
1435549,36137,15100,-100,-0.66,ef01d26-5568-48bc-8801-b61a1675367b,Good bye-bye,冨岡愛,WzE1MTAwLDY0MzExMDk5Ml0=
1435556,36144,15098,-95,-0.63,c4918a0-39c4-4b25-be02-fee562fed778,Canciones Cortavenas,Lérica & Juan Magán & Nacho,WzE1MTAwLDY0MzExMDk5Ml0=
1435593,36181,15071,-1,-0.01,ec59178-fc36-47c8-afe6-cadea387be51,Bedardi Tere Pyar Ne,Osman Mir & Aamir Mir,WzE1MTAwLDY0MzExMDk5Ml0=
1435626,36214,15047,-52,-0.34,842e00f-3520-4b84-9f71-f4a70ce897e7,Ngibathwesa Inkinga,Stabhilithi,WzE1MDYyLDI2Njg2NjU3XQ==
1435713,36301,15000,0,0.0,1e8413e-9dc2-d54c-a8bf-aa1c026db3d8,Lewung,Dangdut Koplo Rgs & Nella Kharisma,WzE1MDAwLDIwMzMxNzg4XQ==
1435757,36345,15000,-100,-0.66,98c8d25-e2aa-4a18-b6d2-84083d201991,Tampan,A Rafiq & Nelly Agustin,WzE1MDAwLDIwMzMxNzg4XQ==
1435781,36369,14997,-19,-0.13,3aa18a4-8f28-47ff-a7ff-a5ef5353507d,M'asepte,Will,WzE1MDAwLDIwMzMxNzg4XQ==
1435849,36437,14939,-100,-0.66,1e826fa-aaa9-bd42-a198-aa1c026db3d8,Catchu Catchu,Lartiste,WzE0OTcyLDI5NDcwODUzXQ==
1435918,36506,14900,-100,-0.67,1e8ab09-4de6-0bfe-bbc0-525400009efb,Bailando (Remix),DCS & Jimmy Bad Boy,WzE0OTAwLDE2NTI0ODAxXQ==
1435939,36527,14900,-100,-0.67,7692bb0-7a36-43d1-8b96-e8f01442c429,Ele Me Ignora,Lais Bianchessi,WzE0OTAwLDE2NTI0ODAxXQ==
1436132,36720,14801,-13,-0.09,1e8407e-93ab-14c2-ac02-a0369fe50396,Mas Joko,Helvy Maryand,WzE0ODEwLDcyMDAzMjQ3NV0=
1436307,36895,14725,-100,-0.67,ed357b0-82cb-11e9-b9a7-549f35161576,Katakan,Jaz,WzE0Nzk2LDIzMjE2OTVd
1436411,36999,14700,-100,-0.68,27879a6-1365-4185-85d6-64b0738de587,En Las Duronas,Aldo Trujillo,WzE0NzIzLDM4NzYwMTI0XQ==
1437113,37701,14400,-100,-0.69,1e840a4-b7da-53d2-a00d-a0369fe50396,Party on the Ocean Floor,Badanamu,WzE0NDAwLDE1NDg2MTUyXQ==
1437128,37716,14400,-100,-0.69,dadcecc-2099-11e9-9afb-00163ec5a2fb,Newborn Baby Lullabies (Original Mix),Baby Lullaby Relax USA,WzE0NDAwLDE1NDg2MTUyXQ==
1437391,37979,14300,-100,-0.69,9b5d088-2429-11e9-a4dd-00163ec5a2fb,Kristal,Cem Tuncer & Ercüment Orkut,WzE0MzI1LDQyNzM5OTIxXQ==
1437397,37985,14300,-100,-0.69,33fdc50-78b0-11e9-a0cd-549f35161576,To My Son,Domo Wilson,WzE0MzI1LDQyNzM5OTIxXQ==
1437547,38135,14237,-76,-0.53,1e84099-ea57-7bf6-b4f7-a0369fe50396,คนที่ฆ่าฉัน,Silly Fools,WzE0MjU2LDU1NjIzMTgxXQ==
1437570,38158,14221,-75,-0.52,1e82688-83fc-2dbe-a1f6-a0369fe50396,Aku Tetap Aku,Xpdc,WzE0MjU2LDU1NjIzMTgxXQ==
1437813,38401,14140,-97,-0.68,23cbc22-fa25-11e9-ae5a-549f35161576,Paris,Xhensila,WzE0MTQxLDYxNDMzMTc2Nl0=
1437950,38538,14100,-100,-0.7,64086bf-3e60-4d6b-802e-6b2079e51345,Ka Dalta Na Vi Pa Kandawo War Pasay,Khalid Malik,WzE0MTAwLDQ3MTI1Mzc0XQ==
1438006,38594,14080,-88,-0.62,1a82add-b8da-48fc-956a-d79ba4021737,Laugh Singing,Pitykesz,WzE0MTAwLDQ3MTI1Mzc0XQ==
1438158,38746,14000,-100,-0.71,1e84116-8b8e-9bc2-b109-aa1c026db3d8,Estrategia De Escape,El Komander,WzE0MDA4LDE3Mzk4NDQyXQ==
1438171,38759,14000,0,0.0,783f7ee-1e73-11ea-9e1a-e4434b2a4898,Melek - Instrumental,Bujaa Beats,WzE0MDA4LDE3Mzk4NDQyXQ==
1438192,38780,14000,0,0.0,ef3f652-0f2a-4c52-a831-1dee319ec442,Pretty Rave Girl (Nightcore),qifi,WzE0MDA4LDE3Mzk4NDQyXQ==
1438465,39053,13900,-100,-0.71,815602d-08c0-4a70-a5ef-7ce59a43bea3,Dakina Dakina,Kushani Kavindya & Dulan ARX,WzEzOTAwLDEwODY0MDgxXQ==
1438565,39153,13860,-7,-0.05,156890f-2030-44bf-aa60-244ab4e3118d,ครั้งนึงเราเคยรักกัน,BUNG G! & RIF & OneNight,WzEzODk0LDc4Mzc0NzAzOF0=
1438674,39262,13800,-100,-0.72,1e826d3-73d4-e390-893d-a0369fe50396,Siempre Que Me Emborracho,El Komander,WzEzODM0LDMzNzI1NTAxXQ==
1438771,39359,13800,0,0.0,a63b654-59fd-4a10-9ec6-4905115a52de,BREAK A NECK (w/ Ayesha Erotica),Odetari & Ayesha Erotica,WzEzODAwLDYzMTQxMTUwMF0=
1438861,39449,13741,-63,-0.46,bcc2a9f-e209-46c8-b2a7-a52ea5a8709b,Doutora,Jads & Jadson,WzEzNzY5LDcwMjExMTY3OF0=
1438880,39468,13726,-27,-0.2,b03b210-301a-4fc5-aca1-c8d6febc37b5,Bangali Ekti Meye,Smina Chowdhury & Andrew Kishore,WzEzNzY5LDcwMjExMTY3OF0=
1439006,39594,13700,-100,-0.72,974f25f-4977-4ca4-bdf0-706255e08dda,Bohsia (Lagu Tema Filem),James Baum,WzEzNzAzLDQ4MjE1MjgxXQ==
1439022,39610,13700,-100,-0.72,5f053e4-c9b5-438d-b95a-786ac5a10d9d,A Mother's Love,Danita Lynn,WzEzNzAwLDczMjQ5ODUxNV0=
1439134,39722,13639,55,0.4,e8e0bec-036c-47dc-8831-2c67d82de30f,War Hadaadan Tumeyn,Somali,WzEzNjU0LDY3NDYyOTc2N10=
1439198,39786,13602,-5,-0.04,311a14c-b8e7-11e8-8355-525400009efb,Putri Panggung,Nella Kharisma,WzEzNjU0LDY3NDYyOTc2N10=
1439200,39788,13602,-98,-0.72,e23e2e5-7582-4c35-b449-80be0b2d0fef,Sırdaş,Resul Dindar,WzEzNjU0LDY3NDYyOTc2N10=
1439292,39880,13600,-100,-0.73,f9bfa8f-9cb7-4152-b9d6-b0472d6cb7a6,Aşk Bana Yaramıyor,Burak Bulut & Kurtuluş Kuş,WzEzNjAxLDU2NzgwMzU1XQ==
1439401,39989,13539,-100,-0.73,6f1940c-c036-441f-b5af-b5b7d5586c69,Koch men Alov,Meas Soksophea & DJ Kdep,WzEzNTk0LDUwNTk2MTIyXQ==
1439428,40016,13523,-99,-0.73,799ffca-aaaf-4807-9d69-8fb39099278a,عيون الحلوة,Marvel,WzEzNTMwLDc2NDEwMzY4MV0=
1439492,40080,13500,100,0.75,1e840ec-afdc-0db8-9515-aa1c026db3d8,Pretty Woman,The Pretty Woman Singers 6 Orchestra,WzEzNTMwLDc2NDEwMzY4MV0=
1439507,40095,13500,-100,-0.74,5632bb6-18d8-11ea-b769-e4434b2a4898,Takuache Cuh,Faraon de Oro,WzEzNTMwLDc2NDEwMzY4MV0=
1439623,40211,13468,-68,-0.5,3ae1783-b805-4da3-9bda-bf8883385647,ממתק,Eden Ben Zaken,WzEzNDc0LDE0MzI5OTkwXQ==
1439813,40401,13400,-100,-0.74,2274423-f5d8-435b-ad9e-2d08083bd356,Kendine İyi Bak,Koray Avcı,WzEzNDAwLDYzMTA5OTc3NV0=
1439995,40583,13312,-73,-0.55,84a369b-1664-4641-a4ea-be6a8fd6eb66,Guapa,RAF Camora,WzEzMzY0LDQ2NjMzODM4XQ==
1440048,40636,13300,-100,-0.75,1e8aa02-8378-8146-a426-525400009efb,Dil Kitna Nadan Hai,Kumar Sanu,WzEzMzA0LDczNDc5NzkyM10=
1440076,40664,13300,-100,-0.75,6976903-4370-4d1b-a67f-ce069aff389b,Ah Mone Kyay Nyar Chat Htoke Pyan Di,Wyne Su Khaing Thein,WzEzMzA0LDczNDc5NzkyM10=
1440408,40996,13200,-100,-0.75,b2a02e7-af0b-4068-b44f-e7750f3edec8,Nyar Jaluo,Kibandasky,WzEzMjA1LDYxNzA1MTY1OF0=
1440414,41002,13200,5518,71.83,7e45666-6577-4bd7-bd39-abbce2e1de04,Yalh Nla3bou,Abidat Rma,WzEzMjAwLDY4ODkxNDg4Nl0=
1440626,41214,13104,-96,-0.73,c4741c8-f377-11e9-b9fa-549f35141000,Kẻ Cắp Gặp Bà Già (feat. Binz),Hoang Thuy Linh & Binz,WzEzMTEyLDczMzc4MDAzN10=
1440640,41228,13101,-99,-0.75,4ac57b3-4230-4d5e-bff8-a25c3052a4d9,Șefa Banilor,Dodo & Bogdan Mocanu & Iancu Sterp & Costi,WzEzMTEyLDczMzc4MDAzN10=
1440642,41230,13101,-99,-0.75,e31b150-7bce-4d96-891d-fc1db103ddd1,Timi Ta Sanchai,Pramod Kharel,WzEzMTEyLDczMzc4MDAzN10=
1440677,41265,13100,0,0.0,b782996-c648-11e8-8931-549f35161576,Jaran Goyang (feat. Ratna Antika),Dangdut Koplo Rgs & Ratna Antika,WzEzMTEyLDczMzc4MDAzN10=
1440702,41290,13100,-100,-0.76,d8f89ff-b20c-44f0-8bbe-84bb5f6e8a8f,Dispensei o Macho Dela,Miury Dj & Jaula das gostosudas,WzEzMTEyLDczMzc4MDAzN10=
1440787,41375,13077,-93,-0.71,9b0fa29-d3dd-4aed-aa01-8cd2cda74dc5,Bese / Hasan Vural,Grup Seyran,WzEzMTAwLDY4MTA4NTk3N10=
1440871,41459,13019,-81,-0.62,1e840c5-219d-278e-9df6-aa1c026db3d8,Stitches,Conor Maynard,WzEzMDU4LDE2MjY4MjcwXQ==
1440877,41465,13014,-85,-0.65,dc68a8e-ba21-47a8-8bee-7f78b8b3f259,Bhaiya Ke Saali Ghare Aaiel,Pawan Singh,WzEzMDU4LDE2MjY4MjcwXQ==
1440896,41484,13002,-98,-0.75,1e8270a-ab03-cdd6-839a-a0369fe50396,Dushman,Ammy Virk,WzEzMDU4LDE2MjY4MjcwXQ==
1440973,41561,13000,-100,-0.76,02723e6-c3c8-40d0-8bde-41adfe4ce03b,Awida Yawa,Zakaria Ghafouli,WzEzMDAwLDQ0ODk3MDNd
1441098,41686,12955,-98,-0.75,1e8273b-df4b-6c1c-999e-aa1c026db3d8,80s Mercedes,Maren Morris,WzEzMDAwLDc2NDMxMTk2MF0=
1441176,41764,12915,-93,-0.71,46f0a2c-7f8c-45e4-8b6d-14822326ba77,Chica Paranormal,Paulo Londra,WzEyOTQ5LDE1ODI3NjVd
1441241,41829,12900,-100,-0.77,f1eeeba-c662-11e8-9090-549f35161576,Anime,Heiakim,WzEyOTAwLDUyOTkzOTVd
1441260,41848,12900,-100,-0.77,04d0214-580a-473b-a80c-677616ea55b1,Minha Cafeteira Sumiu,Tosse Harmônica,WzEyOTAwLDUyOTkzOTVd
1441501,42089,12806,-94,-0.73,4884cf0-45fc-4b8f-8f71-c446e4fc4cb2,OK,Gafur,WzEyODUyLDY0NTAxOTIzMV0=
1441569,42157,12800,-100,-0.78,5ba622a-4519-422c-be68-6ec074096674,Are you happy?,shy martin,WzEyODAyLDYxNDgxNzI0Ml0=
1441770,42358,12704,-96,-0.75,9823e3f-8308-42c4-b15e-b55abbb3ccae,Нас не найти,Олег Майами & Айза,WzEyNzM4LDE0Nzc1Nzk2XQ==
1441871,42459,12700,-100,-0.78,8a565ef-949b-4f2c-82f7-cbbc7497513c,Los Sabanales,Los Corraleros De Majagual,WzEyNzAwLDE1NjYzMzYyXQ==
1441975,42563,12662,-93,-0.73,dba1b46-029e-499b-abb3-b3bc822c4191,اجاني الليل,Yasser Abd Alwahab & Mohamed Al Salhi,WzEyNzAwLDgwODA5ODY3MV0=
1441981,42569,12660,-96,-0.75,2146a1c-204e-4417-825b-6121fe0f2c18,Suhayo Chaupattai,Devi Gharti Magar & Pashupati Sharma & Raju Dhakal & Susmita Gharti Magar,WzEyNzAwLDgwODA5ODY3MV0=
1441984,42572,12659,-22,-0.17,5d57283-1d22-4578-8c4b-47b9f9194453,Qui,Tayc,WzEyNzAwLDgwODA5ODY3MV0=
1442064,42652,12615,-75,-0.59,4e24f14-52ab-11ea-b1f6-549f35161576,Bhebak Ana,Ahmad Akkad,WzEyNjQzLDY0NDIzMzkyNl0=
1442121,42709,12600,-100,-0.79,1e84104-6e27-3966-98f9-aa1c026db3d8,You Should Know,OZZIE,WzEyNjAwLDE0MDk1MDM1XQ==
1442224,42812,12581,-20,-0.16,790b594-5783-11e9-8f2a-549f35141000,คืนนั้นอารมณ์พาไป คืนนี้หัวใจพามา,วิด ไฮเปอร์ อาร์สยาม,WzEyNTk0LDEzNDMwMDQ5XQ==
1442268,42856,12559,-89,-0.7,21de0db-7dd9-4fc9-ae5f-e33753ef25f1,Ice Baby,Flo Milli,WzEyNTk0LDEzNDMwMDQ5XQ==
1442278,42866,12554,1,0.01,adac941-29c8-478b-a9cf-29fefa794322,Maula Maula,Nadeem Sarwar,WzEyNTk0LDEzNDMwMDQ5XQ==
1442405,42993,12500,-100,-0.79,29948f4-c49b-11e8-8988-525400009efb,Spring Is Here,Oh Si Young,WzEyNTMzLDYxNzA3ODExN10=
1442575,43163,12459,-1,-0.01,9b6b68f-ac48-4560-bed1-474afc994901,La Ley del Amor,Fernando Burbano,WzEyNDkxLDY3MTY1NDAzOF0=
1442695,43283,12400,-100,-0.8,1e82644-8d7c-6c3a-9d0e-aa1c026db3d8,Nails Did,Down South,WzEyNDM1LDc4MDYyMzVd
1442745,43333,12400,-100,-0.8,2b4cad5-7e11-40fd-ae0b-5d4c3b55b58a,Bandida,Mc DB,WzEyNDAwLDI0NzQ5MTg0XQ==
1442759,43347,12400,-100,-0.8,9ebe846-8bc0-46ce-a3e3-2f18dbd9aaef,Maya Pirati by Tilak Basnet & Molisha Ale Magar,8K Everest Motion Pictures,WzEyNDAwLDI0NzQ5MTg0XQ==
1442766,43354,12400,0,0.0,09fd8ad-4ab9-4bb2-8242-bbe92348a57c,Transformation and Miracles - 432 Hz Love Frequency,432 Hz Chroma & 432 Hz Skychild & 432 Hz Sound Therapy,WzEyNDAwLDI0NzQ5MTg0XQ==
1442806,43394,12400,0,0.0,c7b787e-b9f7-4e9e-8103-1070b390eda9,Ghosted Drums (feat. Drummertee924),Sthipla rsa & DrummeRTee924,WzEyNDAwLDI0NzQ5MTg0XQ==
1442816,43404,12392,-4,-0.03,2801a0c-a02c-4fd0-ac71-66af9699d7f0,Karbala Jaana,Mesum Abbas,WzEyMzk3LDcxMjU0NjkyNF0=
1442889,43477,12342,-100,-0.8,554414f-4643-4a8c-af5f-1175bf92f6af,Deewana,Arfin Rumey & Naumi,WzEyMzk3LDcxMjU0NjkyNF0=
1443018,43606,12300,-100,-0.81,1e84138-a45b-e908-adee-aa1c026db3d8,Fade to Grey,Deebiza & Magic Ushi,WzEyMzAwLDE2OTc5MDY0XQ==
1443036,43624,12300,-100,-0.81,b6a4fba-387a-11ea-97ce-549f35161576,Kal Kidan,Dawit Tsige,WzEyMzAwLDE2OTc5MDY0XQ==
1443048,43636,12300,0,0.0,a9f4cf7-7c01-40a4-8613-67f90855c0c6,Je t'aime,Alexy Large,WzEyMzAwLDE2OTc5MDY0XQ==
1443097,43685,12300,-100,-0.81,528fba9-5719-4193-9a5e-ca0c801dd6b9,Shunre Jubok,Sultana Yeasmin Laila,WzEyMzAwLDE2OTc5MDY0XQ==
1443105,43693,12300,-100,-0.81,10a0f81-d07a-42d4-9c25-0fe0c1d3a5fe,Tor Piriti,Ankur,WzEyMzAwLDE2OTc5MDY0XQ==
1443213,43801,12235,-97,-0.79,d9d1499-a2f7-4ce5-818a-8a1df14051e4,Unakkul Naane,Harris Jayaraj & Rohini & Pritt & dilushselva,WzEyMjM2LDI2MjY4NTY2XQ==
1443478,44066,12164,-74,-0.6,94c245f-6cd1-41bc-ae3c-4047cf4e39a2,Cara Mia,BLANKA,WzEyMjAwLDc1NDY5NTA2N10=
1443502,44090,12150,-13,-0.11,3fd79d1-21b6-43b4-9a49-1a1126a6f977,You're My Dream,Seng Huo,WzEyMjAwLDc1NDY5NTA2N10=
1443591,44179,12105,-95,-0.78,0a490c2-f615-11e9-9f07-801844ee83a6,"Uh Oh, Stinky",Egg,WzEyMTQ2LDY2NzM4NTU0M10=
1443657,44245,12100,0,0.0,a88b07c-a7d8-11e9-bc7c-549f35141000,Pelangi Pelangi (feat. Mila),Lagu Anak Terpopuler Dan Terlaris & Mila,WzEyMTAwLDE2NDc2NDdd
1443688,44276,12100,-100,-0.82,52364cb-d327-43c1-b2d5-d4394277fb1d,Muốn Nhậu Cùng Không,Linh Cáo,WzEyMTAwLDE2NDc2NDdd
1443696,44284,12100,-100,-0.82,c8462bb-4727-4099-91d3-90c77066a981,That Is Embarrassing,Derby County FC FanChants & DCFC Fans Songs,WzEyMTAwLDE2NDc2NDdd
1443771,44359,12082,-100,-0.82,e29d490-0dcc-11ea-9bae-e4434b2a4898,Kenanglah Aku,Tami Aulia,WzEyMTAwLDcwMzIyOTc0MF0=
1443941,44529,12001,-99,-0.82,9df396e-89d4-4d56-ada2-1c4fc957d8bd,Hotline,Kaito Shoma,WzEyMDEwLDQ3NjU5MDAwXQ==
1444062,44650,11998,-18,-0.15,4502e5a-4c71-11e9-a7f5-e4434b16cb7a,Toma Toma Tá,MC Rogê,WzEyMDAwLDY3MDkxNDk2Ml0=
1444083,44671,11983,-98,-0.81,481d04b-bbf8-4d62-ada6-86ba3025e63e,Morena Diferente,Pedro Valente,WzEyMDAwLDY3MDkxNDk2Ml0=
1444147,44735,11941,-98,-0.81,e9894fa-5fde-4050-8834-3b6180d8273b,Meri Janeman,King AJ & Ajmer,WzExOTcwLDY2MzUyMzg1OV0=
1444170,44758,11932,-91,-0.76,606d840-b3e8-4ea3-be76-208e06c76e86,Jaane,Iqbal Kaler,WzExOTcwLDY2MzUyMzg1OV0=
1444220,44808,11908,7,0.06,1e8407e-44cc-510e-bbdd-a0369fe50396,Yatcaz Kalkcaz Orday?m,Gülşen,WzExOTE0LDc2NDEyMTAwOF0=
1444297,44885,11900,-100,-0.83,88c9734-6fb2-4e73-ad92-a926ff52f567,Co Lam Moi Co An (feat. Huan Roses),TRAMOM & Huan Roses,WzExOTE0LDc2NDEyMTAwOF0=
1444353,44941,11900,-100,-0.83,a452385-5634-4e7e-90a8-9b25affd2c53,Habebet Umaha (حبيبة أمها) (feat. Hossam Habib Amal Maher Nawal Al Zoghbi),Rola Saad,WzExOTAwLDYzNDMwODkyOF0=
1444476,45064,11847,-20,-0.17,4dcdc0c-c351-11e8-98b0-525400009efb,Sunlight On Your Skin,Lil Peep & ILOVEMAKONNEN,WzExODgyLDc0NzA0NzM3Nl0=
1444578,45166,11801,-99,-0.83,1a862da-fd2f-4394-86fd-e4f04d14d71f,Sayang Jang Marah Marah,Yayan Jandut,WzExODI3LDY3NzQwMDI5MF0=
1444666,45254,11800,-100,-0.84,fe886f9-9163-4f37-a954-2a4ffe35d104,Nêga Chegando (Ao Vivo),Neto LX,WzExODAwLDI0MTI3MDgwXQ==
1444855,45443,11732,-87,-0.74,1e840fe-d242-317c-81a7-a0369fe50396,Mamma,Anthony,WzExNzU1LDIzOTQ0ODczXQ==
1444919,45507,11701,-99,-0.84,1e840a8-6843-ba80-b839-aa1c026db3d8,กลับมาได้ไหม,Ezioez & KT Long Flowing,WzExNzAyLDIxMTY5MF0=
1444991,45579,11700,-100,-0.85,ae4dd57-df0c-4f98-9ec7-42f16671227e,Yie Yie,Okese1,WzExNzAyLDIxMTY5MF0=
1445062,45650,11697,-95,-0.81,3083ea4-aee3-11e9-b65c-549f35141000,Olimba,Grenade,WzExNzAwLDY3ODUwNTA4M10=
1445206,45794,11629,-100,-0.85,033b021-e31d-4146-a31a-a5bafe33ce60,Tuta Tuta Ek Parinda Aise Toota - Child Version,Shubham Sharma,WzExNjcyLDcwOTk5MjAzOV0=
1445343,45931,11600,-100,-0.85,64182db-b978-44b4-8c49-2115f6ab3b6d,Impostor (Among Us Dubstep),Punyaso,WzExNjAwLDI5MjAyOTUzXQ==
1446053,46641,11400,-100,-0.87,a81d0bf-d8a0-4c92-a443-320171dbd08a,Ôm Em Lần Cuối,NIT & Sing,WzExNDAwLDYzMTg1MDg2Ml0=
1446070,46658,11400,-100,-0.87,89c3f17-2ba3-4a41-86c5-7b19eae97e1f,Mengapa Harus Berpisah,Nike Ardilla,WzExNDAwLDYzMTg1MDg2Ml0=
1446175,46763,11357,10,0.09,453ed6b-c631-41bf-92a8-861993cd7ccf,إجيو إݣولو,سعيدة شرف,WzExMzg5LDU2MTIzNjM4XQ==
1446281,46869,11305,-72,-0.63,c375498-2b11-428b-95bc-8cca1121181d,Miththa Bolar Shovab,Nusrat Shifa,WzExMzQwLDEzOTc2MjYwXQ==
